Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.2885799407959,24.75733433246641,23.848705532925308,24.746225733732643,212818400
2015-01-05,23.604337692260742,24.137518365002265,23.41772538901526,24.057541179344305,257142000
2015-01-06,23.606548309326172,23.866473189260027,23.244429090081105,23.668752380257303,263188400
2015-01-07,23.937570571899414,24.037541186337343,23.704303544965192,23.81538275875591,160423600
2015-01-08,24.857301712036133,24.915063367066157,24.148615917231282,24.266361285736252,237458000
2015-01-09,24.88396644592285,25.159442427054685,24.484080590300568,25.030590129694804,214798000
2015-01-12,24.27081298828125,25.021708011060305,24.170842354175225,25.01504352811119,198603200
2015-01-13,24.486309051513672,25.05947836279118,24.195281971843947,24.75512062115899,268367600
2015-01-14,24.392993927001953,24.54628207628489,24.10418731802887,24.22415306198996,195826400
2015-01-15,23.73096466064453,24.450757536747712,23.695420191359318,24.43742857263256,240056000
2015-01-16,23.546573638916016,23.899806455751897,23.371068260038804,23.777618630288504,314053200
2015-01-20,24.153064727783203,24.208604335161315,23.659872743076072,23.957564225054288,199599600
2015-01-21,24.337453842163086,24.672911811933083,24.05308966122845,24.204157443782993,194303600
2015-01-22,24.970611572265625,24.986162596873307,24.375226823817112,24.495192597191203,215185600
2015-01-23,25.099458694458008,25.270519929749877,24.77732797289847,24.94839090312455,185859200
2015-01-26,25.12611961364746,25.40603972695871,25.059473097577246,25.268300881851875,222460000
2015-01-27,24.246366500854492,24.98837640334662,24.2219289424083,24.97504574741797,382274800
2015-01-28,25.617082595825195,26.24134880447562,25.617082595825195,26.13248997647666,585908400
2015-01-29,26.41464614868164,26.479072317463324,25.67263587282956,25.841476808432077,337745600
2015-01-30,26.0280818939209,26.659011007530673,25.959211629596137,26.30355786641712,334982000
2015-02-02,26.35465431213379,26.474620069416556,25.788151324610777,26.225803709068003,250956400
2015-02-03,26.359102249145508,26.456850821330573,26.12805724182108,26.325778140360665,207662800
2015-02-04,26.56125831604004,26.772309817405812,26.283560310243587,26.325770949503564,280598800
2015-02-05,26.750844955444336,26.8155253737393,26.59695010841068,26.76868647989312,168984800
2015-02-06,26.525575637817383,26.819982025247885,26.418517996195614,26.76868318201541,174826400
2015-02-09,26.701772689819336,26.728535823049864,26.414057096227165,26.44082193108112,155559200
2015-02-10,27.21475601196289,27.24375167876704,26.79991208020324,26.80214120716999,248034000
2015-02-11,27.852628707885742,27.861550318012764,27.321805667501472,27.382024408829945,294247200
2015-02-12,28.20503044128418,28.43252729217205,28.006529254667925,28.115816023320768,297898000
2015-02-13,28.34330940246582,28.387915755171996,28.02436904590916,28.387915755171996,217088800
2015-02-17,28.51058578491211,28.74477339073821,28.307622966313055,28.43475294334409,252609600
2015-02-18,28.709091186523438,28.722472753990044,28.425835529907648,28.465981933931005,179566800
2015-02-19,28.648874282836914,28.778235123136476,28.622111144584412,28.655565067400037,149449600
2015-02-20,28.883066177368164,28.883066177368164,28.55966573093526,28.68679405947874,195793600
2015-02-23,29.66368293762207,29.66368293762207,28.918746152809994,28.999038964560516,283896400
2015-02-24,29.478565216064453,29.797507356812893,29.255529991547135,29.650303291852076,276912400
2015-02-25,28.72469711303711,29.35142877908934,28.5819547450075,29.34250546676133,298846800
2015-02-26,29.0882511138916,29.188616275789528,28.238487524843507,28.72470263962541,365150000
2015-02-27,28.651107788085938,29.121712270107842,28.602039764121752,28.994580552587646,248059200
2015-03-02,28.791616439819336,29.057028902654466,28.61542010912278,28.827302892674766,192386800
2015-03-03,28.85182762145996,28.887514062834427,28.56857202332549,28.762614921270167,151265200
2015-03-04,28.668943405151367,28.89644026439813,28.61987879163452,28.79384597716231,126665200
2015-03-05,28.19388198852539,28.715783568248586,28.048908760283293,28.67786799056756,226068400
2015-03-06,28.23625373840332,28.854060444650134,28.16042259320177,28.637716045562854,291368400
2015-03-09,28.356693267822266,28.8986705367367,27.89277967490991,28.53958205134802,354114000
2015-03-10,27.77011489868164,28.374540122839832,27.611760101352253,28.19388214449373,275426400
2015-03-11,27.26382064819336,27.82809939626541,27.234826686610546,27.823639441261683,275756000
2015-03-12,27.756732940673828,27.857099812428256,27.127773677182876,27.2794376975379,193450800
2015-03-13,27.564910888671875,27.96860563091077,27.339646632632363,27.745570501001787,207309200
2015-03-16,27.868247985839844,27.868247985839844,27.404336055974127,27.629600386252577,143497200
2015-03-17,28.334394454956055,28.396844044080183,28.024375636358634,28.080134441165704,204092400
2015-03-18,28.653337478637695,28.807232338346868,28.184963816211678,28.325475404452334,261083600
2015-03-19,28.43698501586914,28.827296574910484,28.414681838534307,28.715778986612957,183238000
2015-03-20,28.08013153076172,28.637717819416945,27.915085962093794,28.604263901299028,274780400
2015-03-23,28.3723087310791,28.515051128701085,28.218413892358317,28.352236379049575,150838800
2015-03-24,28.256330490112305,28.557425973040104,28.227334824603673,28.376769704257562,131369200
2015-03-25,27.51807975769043,28.285321317558793,27.51807975769043,28.222871739731996,206620800
2015-03-26,27.70989227294922,27.85263466225091,27.3441146876607,27.379801135797873,190291600
2015-03-27,27.489093780517578,27.81249420316824,27.41326261445423,27.78350023407764,158184800
2015-03-30,28.184965133666992,28.19165591890208,27.656370978984057,27.66752342212515,188398800
2015-03-31,27.752269744873047,28.21172170806247,27.7366573490838,28.12250728857098,168362400
2015-04-01,27.712125778198242,27.906167030034535,27.455634937713125,27.839255784125836,162485600
2015-04-02,27.950769424438477,28.00429739259133,27.698740276996347,27.886089016343043,128880400
2015-04-06,28.403526306152344,28.439212747300814,27.729960894895118,27.761185680088445,148776000
2015-04-07,28.10466957092285,28.57527233674658,28.097978786339276,28.468216380161834,140049200
2015-04-08,28.01321792602539,28.19164674849862,27.872706376923492,28.068976720345354,149316800
2015-04-09,28.227331161499023,28.23179281790146,27.80356569092795,28.06897639167934,129936000
2015-04-10,28.347780227661133,28.372314241544615,27.937396180199126,28.091289347185413,160752000
2015-04-13,28.29201889038086,28.675641464002826,28.23849091105807,28.631031694923568,145460400
2015-04-14,28.169342041015625,28.390146378074668,28.082358462731055,28.325465975981967,102098400
2015-04-15,28.276405334472656,28.354467322293967,28.10466896126578,28.193883390900293,115881600
2015-04-16,28.140350341796875,28.347773142664174,28.126968774522698,28.16488434954854,113476000
2015-04-17,27.823644638061523,28.133663468239483,27.758964217874386,28.002073500758712,207828000
2015-04-20,28.45928382873535,28.57526135406438,27.9173083646609,28.00652276194182,188217200
2015-04-21,28.305395126342773,28.593109007208575,28.251865458700586,28.57080753145937,129740400
2015-04-22,28.686784744262695,28.74254354117084,28.17380483368184,28.32323800100604,150618000
2015-04-23,28.920976638793945,29.08825305419757,28.579733023630347,28.615419475695823,183083600
2015-04-24,29.05702781677246,29.135091504070484,28.82284015812573,29.10386670980074,178103600
2015-04-27,29.585609436035156,29.692668751677434,29.25105673195675,29.50977830655645,387816800
2015-04-28,29.119470596313477,30.007149600056675,28.89866796105314,29.989309781714585,475696000
2015-04-29,28.69124412536621,29.349197196049392,28.615412984364703,29.03025853658896,253544400
2015-04-30,27.912853240966797,28.6912455461602,27.7857232558686,28.6912455461602,332781600
2015-05-01,28.76038360595703,29.0235668681477,27.946306621803032,28.124733731339237,234050400
2015-05-04,28.704627990722656,29.121706106138507,28.606491963565983,28.88305682162143,203953200
2015-05-05,28.057825088500977,28.64886692816264,28.053363432188448,28.581955696461204,197085600
2015-05-06,27.881635665893555,28.269716504770646,27.513627181719702,28.2273392648987,288564000
2015-05-07,28.05408477783203,28.237737504672765,27.776364686526524,27.94433980407834,175763600
2015-05-08,28.582651138305664,28.582651138305664,28.244460703036083,28.372121744216695,222201600
2015-05-11,28.291494369506836,28.56921280416318,28.136956685583847,28.531138847140046,168143200
2015-05-12,28.190706253051758,28.416911527049663,27.955540391837726,28.130234250462387,192640000
2015-05-13,28.22206687927246,28.486347864636063,28.190711652935395,28.253422105609523,138776800
2015-05-14,28.880521774291992,28.880521774291992,28.479622656033424,28.53561436300858,180814000
2015-05-15,28.840213775634766,29.001470189666254,28.71479287971319,28.90740451772507,152832000
2015-05-18,29.158246994018555,29.276949160263783,28.748387216856216,28.7528675110909,203531600
2015-05-19,29.131364822387695,29.312777392972247,29.035057316328558,29.27022315197837,178532800
2015-05-20,29.129119873046875,29.335168907717343,28.96786351244182,29.11568241257345,145819600
2015-05-21,29.426998138427734,29.48075140148702,29.07761047219789,29.131363735257175,158921600
2015-05-22,29.684566497802734,29.780874025906936,29.42924441085787,29.47404051739738,182384000
2015-05-26,29.030576705932617,29.767429421751487,28.91859330136727,29.69800025771494,282790400
2015-05-27,29.57257843017578,29.62185140567404,29.126886630163256,29.191835506522274,183332800
2015-05-28,29.51434326171875,29.55241720585741,29.362047485164112,29.532261014983177,122933200
2015-05-29,29.178396224975586,29.440436986994744,29.093287742153812,29.39116401456765,203538000
2015-06-01,29.23662567138672,29.426998825554183,29.12688412242206,29.17839553147613,128451200
2015-06-02,29.10672950744629,29.263505598366184,28.963390878967747,29.08433145840239,134670400
2015-06-03,29.14256477355957,29.32621922681494,29.093291794269735,29.263508783621116,123934000
2015-06-04,28.972347259521484,29.245587046600015,28.871562876492078,29.021620232106947,153800400
2015-06-05,28.813331604003906,29.046259023339374,28.748382726330405,29.003704778414857,142507200
2015-06-08,28.62295913696289,28.938753160748476,28.405711056837685,28.869320578651514,210699200
2015-06-09,28.537853240966797,28.685672169851138,28.134713969769297,28.37659684899527,224301600
2015-06-10,28.864843368530273,28.9678661866452,28.63415612047738,28.64983372872067,156349200
2015-06-11,28.799894332885742,29.1560007783716,28.77525784447374,28.932033944612545,141563600
